id,color,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
你***你,黑色,电视非常好    比三星要好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k***i,黑色,电视非常好，安装软件后不卡顿，很流畅。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
徐***2,黑色,电视非常好，也非常清晰，大家快来买。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最***爱,黑色,电视功能强大！就是看直播的软件有点卡。要是小米能自己出看直播的软件就好了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风***道,黑色,电视还不错 就是小米会员和小米儿童太坑,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芥***仔,黑色,电视还不错，打开试了下，画质还可以,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***限,黑色,电视还不错，功能马马虎虎，主要是新电视购买，居然没有送会员，这点让我出乎意料，所以感觉有些失望，至少说送几个月会员让人过过瘾再考虑还是肯德，可是没有，太让我失望了，哎！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帅***堂,黑色,电视还不错，老在使用，物流师傅特别快，态度非常好，赞?。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陌***1,黑色,电视还不错，买给父母用的，以后准备买个大的看看,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赛***浓,黑色,电视还好，就是送货员态度不怎样，让帮忙装一下都不愿意。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x***2,黑色,电视还可以，就是广告有点多,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉***n,黑色,电视还满意，反应速度挺快的，轻但是不薄哦！目前没什么问题！用一段时间再说,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***5,黑色,电视还是可以的。家里面用的是有线每次开机需要设置信号源   有些不方便,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***7,黑色,电视好，就是安装要收钱，来装本来要130，问了客服，告知回绝找到100的，所以要安装着注意了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
时***3,黑色,电视很便宜。东西很好。。。物流人态度也挺好的移民啪啪啪我去同岁8呵呵恶魔之我去碎觉了好厉害的样子宿舍今个儿童摄影随心所欲他,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
傻***4,黑色,电视很不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王***3,黑色,电视很不错！就是快递太垃圾了一个劲打电话说找不到地方最后我自己跑下去接到他还一副不高兴的样子说话很凶 网购以来遇到态度最恶劣的快递员,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
崔***1,黑色,电视很不错，反应也快，物流人员还在家试了试！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***片,黑色,电视很不错，清晰度也可以，支持小米电视，喜欢的朋友可以放心购买。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风***号,黑色,电视很不错，性价比超高,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幻***夜,黑色,电视很不错就是要会员,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麻***下,黑色,电视很好，操作方便。好评。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫***市,黑色,电视很好，第一次开机，还要小米账号，弄了很久。后续会跟进，评论,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妞***f,黑色,电视很好，价格划算，还可以连接wifi，还可以投屏，比国产的那些好太多，手机也是小米的，一直都是米粉,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***g,黑色,电视很好，买给父母卧室用，老人不会调到有线电视的信号源去，这个小米可以改进改进，要简化操作。刚买没多久就618，又降价100！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马***2,黑色,电视很好，一直很信赖小米的东西。赶上活动就给老妈拍了一个。特别不错。再说一下物流，下订单就确认转天送货时间，服务也特别好，开机验收，而且很有耐心。感谢。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1***林,黑色,电视很好。物流态度也很好，满分,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
许***9,黑色,电视很好很清晰，操作很方便,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
戈***狼,黑色,电视很满意，连接无线网，可以在线查找视频，利用投屏神器，可以把手机里面的视频，任意看，非常方便！清晰度很不错。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n***葵,黑色,电视很清楚，物有所值,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
剑***断,黑色,电视很清晰，大小也不错！就是什么都要会员！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
狂***0,黑色,电视画面清晰度还不错，就是广告太多，没有机顶盒不知道怎样看直播,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尔***哦,黑色,电视机OK,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔***8,黑色,电视机不错，画面清晰，就广告多点，时间长点，看了几天了也没发现什么毛病，不错，这个价位很划算，值得入手购买,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b***u,黑色,电视机不错，物美价廉。就是物流太差了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沈***的,黑色,电视机还不错这个价位性价比很高了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***0,黑色,电视机还行，清晰度不怎么样！ 物流真特么逗我，我这地址收了几百个快递都没问题，日日顺物流 ：还问我怎么走，走什么路，逗我吗，说了放前台还打电话让我跟前台人确认几遍，烦不烦！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***b,黑色,电视机还可以。以后再来追评。因为没有装别的，只是用网络无线看节目，节目很少。大多数需要会员才能用。有点伤心。不过电视画面都是挺好的。买来后女儿比较少看手机了。以后再来追评。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***6,黑色,电视机很不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***悟,黑色,电视机很不错，非常满意,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m***p,黑色,电视机很不错，画质音质都棒棒哒，给家里老人替换的显像管电视，很满意。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
云***杉,黑色,电视机很好，就是给老人家用有点麻烦。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h***7,黑色,电视机很好安装，还可以，刚刚好，放在房间里面,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***2,黑色,电视机收到了，很不错，米粉用了都说好！大小放在卧室正好合适，看着也挺舒服的！  发货很快，物流非常负责，送到以后还打电话询问满意度！很满意就对了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
徐***强,黑色,电视机收到了，物美价廉！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎***8,黑色,电视机收到了，已经是第2次购买。电视机质量好就不说了，物流公司和快递员的服务更是一流棒棒的。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***i,黑色,电视机收到了，总体来说还是过得去，比起品牌电视色彩就差很多了，质量如何，还有待使用后再作评价。先给予好评。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈***0,黑色,电视机收到了很好，快递小哥服务态度超级好。这么热的天气真心辛苦快递小哥了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孤***活,黑色,电视机送过来，老人不懂直接在签收单上签了名，但拆开之后，看到屏幕有一点划痕，咨询客服后专员联系我说由于送货单已经签字，这个他们不负责，我无语。之后我再次咨询客服，让专员联系我，至今没有联系，只能自己吃这个哑巴亏。这是我购物这么多年第一次给差评。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l***2,黑色,电视机挺好，师傅服劣态度非常好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
落***雨,黑色,电视机挺好的   物有所值   连上Wi-Fi就能看了,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
诸***凡,黑色,电视机挺好用的，关键是价格便宜！操作也简单，百度了一下，自己调试的，挺不错的！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***n,黑色,电视机质量非常好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八***猫,黑色,电视机质量还可以，就是买的小了点，应该买40寸,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***心,黑色,电视机昨天买的已收到，速度啊,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j***7,黑色,电视己收，非常满楚，质量又好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***3,黑色,电视价格实惠，送货很快，销量也高应该可以的，功能强大，试了机器还没有使用，后续追加！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m***9,黑色,电视看上去还行吧，一分价钱一分货，清晰度还可以，总之就是值得购买，物流速度很快，发货也及时！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y***作,黑色,电视没有达到自己的预期。尤其是插u盘电影和播放网络电视方面不满意。播放时经常卡顿缓冲，wifi链接家里路由器时经常断网反复链接。当然电视机价格摆在这里期望不要太高。放放有线电视足够用。客服态度不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***1,黑色,电视轻巧超薄，美观实用，画质清晰，操作简单，功能强大，非常满意的一次购物。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***t,黑色,电视清晰度非常不错，功能也比较强大，可以投影手机，性价比非常不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贵***宴,黑色,电视清晰度还可以吧 没有他们说的那么清晰，毕竟价钱在这摆着，就是性价比高，好评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s***8,黑色,电视收到，用了几天，很不错，小米品牌就是价格不贵质量不差，画面清晰，音质也好，给闺女用来看汪汪队，小猪佩奇，很好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爱***哦,黑色,电视收到，昨天发货今天就到了，物流服务好，也快，外壳完好。。。安装过程中，有什么不懂的，卖家也及时回复，满分。。电视清晰，开机连接网络就能用了，画面也好，儿子很高兴，每天都可以看动画片了，物流服务很好，速度快，服务到位，以前没买过小米的产品，以后要多多支持了，大家放心购买。。。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新***1,黑色,电视收到，昨天发货今天就到了，物流服务好，也快，外壳完好。。。安装过程中，有什么不懂的，卖家也及时回复，满分。。电视清晰，开机连接网络就能用了，画面也好，家人很高兴，每天都可以看喜剧片了，物流服务很好，速度快，服务到位，以前没买过小米的产品，以后要多多支持了，大家放心购买。。。 服务好~,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最***c,黑色,电视收到好几天了，一直忘记来评价，用了几天没有什么问题，还不错哦！内置wifi的，不用买网络盒子，宝宝们很喜欢看动画片儿歌，我手机摄像头有点坏了拍的视频有点模糊，其实现在很清晰呢！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有***坊,黑色,电视收到很久了，用起来放心,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
邹***1,黑色,电视收到几天了  客服非常细心  电视演了几天非常满意,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***人,黑色,电视收到了，放了几天了，电视很好，很清晰，效果不错，价格还很实惠。不错值得推荐,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桃***t,黑色,电视收到了，还不错，老爸老妈很喜欢,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
约***7,黑色,电视收到了，挺好的，还可以用无线，超级好用！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不***册,黑色,电视收到了用了两天再评价，目前感觉还不错价格也不贵 货物也是完好无损,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高***好,黑色,电视太好了，画面很清楚,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骑***4,黑色,电视挺好  还算清晰  希望能用的时间久一点,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奔***n,黑色,电视挺好的，很清晰，一开始在网上看到好多不好的评论，一直在犹豫，后来朋友说不错就下单了，收到货后看了几天才来评价的，真的不错，性能也很好，在同等价位里面应该很不错了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x***n,黑色,电视挺好的，看着舒服，满意，家里都用小米的，大小放我的屋里正好的，可以连接网络，看联通的机顶盒，送货快，自己买的架子自己安的，挺好的，看着满意！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咕***喵,黑色,电视挺好的，买给父母卧室用的，他们说很清楚，用的数字电视，也一样好用，小米电视没有让人失望，不错不错不错不错不错不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贪***2,黑色,电视挺好的，物流不咋滴,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大***海,黑色,电视外观简洁大方，图像质量清晰。快递也很给力，赞！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a***w,黑色,电视我很喜欢，屏幕也很清晰，价格很实惠，大小也很符合我的心意，里面电视的内容也很全很多，以前是米粉，再次购买小米果然也没有让我失望，以后客厅还会重新买一台大尺寸的小米电视，真的很满意，功能齐全好找，喜欢，喜欢，喜欢,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
庭***婆,黑色,电视物流速度特快！比手机都快??(??&omega;???)&nbsp; 电视很轻便，安装好试了试，很满意，第一次买小米电视，对于这个品牌还是很熟悉的！想问下怎么和小爱音响链接？ 支持小米，五星好评！！！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
齐***3,黑色,电视相当不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***q,黑色,电视效果不错，价格也很优惠。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赵***2,黑色,电视性比价高，大小合适，清晰度非常好，没让我失望。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
迷***弃,黑色,电视性价比超高，大小合适，很好用，画质清楚，色彩很好，非常满意的一次网购！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清***o,黑色,电视性价比还是有的 如果追求画质就算了 因为便宜不好意思说画质如何 但是稍有后悔应该多花点钱买LG就好了  买东西抱幻想是不对的 客服售前还回应 售后只有气死你的自动回复呵呵 小米,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陌***6,黑色,电视一点都不清楚，退货还要一百块钱！我表示非常的不开心，不清晰，就是不清晰！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w***a,黑色,电视已经收到，，测试没发现什么问题，目前很满意，，，看看能用多久，，，,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奇***店,黑色,电视已经收到了，，很不错可以的，一分钱一分货，千元以内的电视.我也只选小米32寸的真的很好了，小米的所有客服也非常有耐心，服务态度非常好我给5颗星。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
勤***楠,黑色,电视已收到  整体来说很完美 就是赶上618  物流方面有点慢！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
路***彩,黑色,电视用了几天才过来评论，真心不错，祝小米公司越来越好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
祥***福,黑色,电视用了些天了，发货快第二天就收到了给了我个惊喜从来没这么快过。电视非常薄，可以连无线，也可以看卫星机顶盒。画质很清晰。就是支架感觉有点低。对了，自从收货后，找客服就不理人了，再没理过我。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
想***7,黑色,电视用着还不错，图像和声音都不错，还好。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梁***7,黑色,电视真的很不错哦，价格实惠，也很清晰，节目很多很满意,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
器***友,黑色,电视质量不错，我很喜欢。便宜舒服啊。嘿嘿嘿。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黄***梦,黑色,电视昨天已经安好了，可以正常看了。快递速度杠杠的，早晨下单，晚上就送到了。辛苦送货师傅了！就是被自己蠢哭了，快递地址给填到单位了。智能电视联网以后还可以在线观看，不错！赶明有空了研究研究。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罗***0,黑色,电影也太过于轻了吧，用段时间在追评！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k***咪,黑色,东西不错 物流很快 网络用着蛮方便的 很好,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q***3,黑色,东西不错，会回购,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
因***啊,黑色,东西超级棒 在这个价位能买到这么好的东西就小米了 像素什么的都超好 美中不足的就是有广告,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叫***碗,黑色,东西非常满意，不用不知道，原来现在的电视连上无线网络这么强大，三千多个电视台，各种应用里的资源也挺丰富，比有线强多了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赚***q,黑色,东西还可以  就是物流速度太慢了  2-3个小时的路程  愣是用了2天还有多   东西90分  物流只能0分甚至负分,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z***6,黑色,东西还可以，但是整体物流体系和安装体系太糟糕。预约了周日送货上门，结果很随意的打电话来变更时间，理由居然是没空。好，送到了我们才发现居然不负责安装，要自己约，还不提供发票，问客服，前后转了2个客服，居然也说不开票。一件小事折腾了一周，非常糟糕的购物体验。无语了。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
女***璐,黑色,东西很好，物流很快，用后追评,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小***嘟,黑色,东西很好，值得购就是有一点，我买了，到了，今天显示799，这是？？？,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d***1,黑色,东西很好很好很好真的很棒,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茶***风,黑色,东西很好用，功能很强大，上网，数字电视，USB都可以连接！,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张***9,黑色,东西可以，不错,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孙***影,黑色,东西收到后，马上查看，发现与图片描述一致，真心超级喜欢，很划算。发货速度快，物流快服务也好，很快就收到了，给快递哥点赞。东西是正品，价格也很便宜，服务态度也好，质量过关，给老板点个赞，祝老板生意旺旺，哈哈，下次还会再光顾，希望能更优惠。,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
简***4,黑色,东西收到了，但愿能用住哈哈,负面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
